,id,title,company,location,posted_date,description,year,month,job_role,clean_description,skills
58,5583489365,Frontend Developer,WEBSKITTERS TECHNOLOGY SOLUTIONS PRIVATE LIMITED,India,2026-01-14 09:15:06+00:00,"React.js Frontend Developer – Trading Platforms Experience: 4 Years Employment Type: Full-Time Location: Kolkata (Onsite Preferred) Job Summary We are looking for an experienced React.js Frontend Developer with strong exposure to trading platforms and real-time financial systems . The ideal candidate will have hands-on experience building high-performance, low-latency user interfaces for market-driven applications and a solid understanding of trading workflows, market data, and real-time system…",2026,1,Full Stack Developer,"react js frontend developer trading platforms experience 4 years employment type full time location kolkata onsite preferred  we are looking for an experienced react js frontend developer with strong exposure to trading platforms and real time financial systems the ideal candidate will have hands on experience building high performance, low latency user interfaces for market driven applications and a solid understanding of trading workflows, market data, and real time system",['react']
59,5575163898,Frontend Developer,Hexad Infosoft IN,"Bangalore, Karnataka",2026-01-09 08:19:09+00:00,"Position: Front-End Developer Location: Work from Office – Bengaluru (BTM 2nd Stage) Shift: European Shift – 12:00 PM to 8:00 PM IST Employment Type: Full-time (Immediate Joiners Only) Experience: 2 to 5 years About the Role: We are seeking a skilled and motivated Frontend Developer with 2 to 5 years of hands-on experience in modern web development using ReactJS, Next.js, and TypeScript. You will play a key role in developing dynamic, responsive, and scalable single-page and server-rendered app…",2026,1,Full Stack Developer,"position front end developer location work from office bengaluru btm 2nd stage shift european shift 12 00 pm to 8 00 pm ist employment type full time immediate joiners only experience 2 to 5 years about the role we are seeking a skilled and motivated frontend developer with 2 to 5 years of hands on experience in modern web development using reactjs, next js, and typescript you will play a key role in developing dynamic, responsive, and scalable single page and server rendered app",['react']
60,5553986969,Frontend Developer,Emerson,"Pune, Maharashtra",2025-12-24 12:14:05+00:00,"In This Role, Your Responsibilities Will Be:  · Capture and Develop Software Requirements  · Build, deploy and test Web based Software and Applications  · Prepare Software Design and Software Architecture for projects  · Develop high level and low-level design for assigned projects  · Liaison with User Experience designers for frontend development  · Participate and Contribute to Code Reviews  · Collaborate and coordinate with developers, testers, and product owners  · Focused on continuous imp…",2025,12,Other,"in this role, your responsibilities will be capture and develop software requirements build, deploy and test web based software and applications prepare software design and software architecture for projects develop high level and low level design for assigned projects liaison with user experience designers for frontend development participate and contribute to code reviews collaborate and coordinate with developers, testers, and product owners focused on continuous imp",['ai']
61,5560708956,Frontend Developer,EaseMyTrip.com,India,2025-12-31 10:31:46+00:00,"About the Role The Frontend Software Developer at EaseMyTrip.com will be tasked with crafting and enhancing the visual and interactive elements of web applications. This role involves using Angular along with other web technologies like HTML, CSS, and JavaScript to create responsive designs and integrate APIs. The developer will ensure cross-browser compatibility, optimize application performance, and maintain code quality through rigorous testing and documentation. This position requires stayi…",2025,12,Java Developer,"about the role the frontend software developer at easemytrip com will be tasked with crafting and enhancing the visual and interactive elements of web applications this role involves using angular along with other web technologies like html, css, and javascript to create responsive designs and integrate apis the developer will ensure cross browser compatibility, optimize application performance, and maintain code quality through rigorous testing and documentation this position requires stayi","['java', 'ai', 'ml']"
63,5588830327,Frontend Developer,Birlasoft,"Bangalore, Karnataka",2026-01-17 09:52:55+00:00,"About Birlasoft: Birlasoft, a powerhouse where domain expertise, enterprise solutions, and digital technologies converge to redefine business processes. We take pride in our consultative and design thinking approach, driving societal progress by enabling our customers to run businesses with unmatched efficiency and innovation. As part of the CKA Birla Group, a multibillion-dollar enterprise, we boast a 12,500 professional team committed to upholding the Group's 162-year legacy. Our core values …",2026,1,Other,"about birlasoft birlasoft, a powerhouse where domain expertise, enterprise solutions, and digital technologies converge to redefine business processes we take pride in our consultative and design thinking approach, driving societal progress by enabling our customers to run businesses with unmatched efficiency and innovation as part of the cka birla group, a multibillion dollar enterprise, we boast a 12,500 professional team committed to upholding the group s 162 year legacy our core values",['ai']
64,5560710036,Frontend Developer,Brace Infotech Private Ltd,"Hyderabad, Telangana",2025-12-31 10:33:24+00:00,"Role Description: We are looking for a motivated Frontend Developer with 2 to 4 years of experience , who is eager to learn and grow in a fast-paced development environment. The ideal candidate should have a strong foundation in React, along with solid knowledge of JavaScript and TypeScript . A passion for building responsive, high-quality user interfaces is essential. You will collaborate closely with our design and backend teams to develop, test, and deliver user-facing features for our web a…",2025,12,Full Stack Developer,"role description we are looking for a motivated frontend developer with 2 to 4 years of experience , who is eager to learn and grow in a fast paced development environment the ideal candidate should have a strong foundation in react, along with solid knowledge of javascript and typescript a passion for building responsive, high quality user interfaces is essential you will collaborate closely with our design and backend teams to develop, test, and deliver user facing features for our web a","['java', 'react']"
65,5578966962,Frontend Developer,MatchMusic,India,2026-01-11 08:59:05+00:00,"We’re looking for a talented Frontend Developer to join our product team and help build modern, high-performance user interfaces. In this role, you’ll work closely with designers, backend engineers, and product stakeholders to create seamless, responsive, and visually polished web experiences that directly impact our users. What You’ll Do Build and maintain modern frontend applications using React, Next.js, and TypeScript. Translate UI/UX designs into clean, accessible, and responsive interface…",2026,1,Full Stack Developer,"we re looking for a talented frontend developer to join our product team and help build modern, high performance user interfaces in this role, you ll work closely with designers, backend engineers, and product stakeholders to create seamless, responsive, and visually polished web experiences that directly impact our users what you ll do build and maintain modern frontend applications using react, next js, and typescript translate ui ux designs into clean, accessible, and responsive interface","['react', 'ai', 'ml']"
66,5588836212,Frontend Developer,Tata Consultancy Services,"Pune, Maharashtra",2026-01-17 09:54:36+00:00,TCS Hiring for Lambda Test & React Role! TCS presents an excellent opportunity for Frontend Developer Role Job Title: Lambda Test & React Work Location: Hyderabad/Pune/Bangalore/Chennai/Kolkata Experience Range: 5 to 10 yrs Mode of Interview : Virtual Date of Virtual interview : 20-Jan-26 Desired Competencies (Technical/Behavioral Competency) Design and develop automated test scripts for AWS Lambda functions and related services. Collaborate with developers to understand new features and functi…,2026,1,Full Stack Developer,tcs hiring for lambda test react role tcs presents an excellent opportunity for frontend developer role job title lambda test react work location hyderabad pune bangalore chennai kolkata experience range 5 to 10 yrs mode of interview virtual date of virtual interview 20 jan 26 desired competencies technical behavioral competency design and develop automated test scripts for aws lambda functions and related services collaborate with developers to understand new features and functi,"['react', 'aws', 'ai']"
67,5588855560,Frontend Developer,Synex Technology,"Ahmedabad, Gujarat",2026-01-17 10:00:27+00:00,"Job Title: Frontend Developer Experience: 2 to 5 Years Job Type: Permanent, Full-Time, On-Site Location: Gota, Ahmedabad About Us At Synex Technology , located in Gota, Ahmedabad, we deliver innovative, user-focused web solutions that help businesses grow in the digital space. Our team values clean code, modern UI practices, and continuous learning. We are currently looking for a skilled HTML Developer with strong front-end fundamentals and hands-on experience in Tailwind CSS. Knowledge of Word…",2026,1,Other,"job title frontend developer experience 2 to 5 years job type permanent, full time, on site location gota, ahmedabad about us at synex technology , located in gota, ahmedabad, we deliver innovative, user focused web solutions that help businesses grow in the digital space our team values clean code, modern ui practices, and continuous learning we are currently looking for a skilled html developer with strong front end fundamentals and hands on experience in tailwind css knowledge of word","['ai', 'ml']"
68,5578963992,Frontend Developer,Nvelop Technologies,India,2026-01-11 08:56:06+00:00,"Company Description Nvelop Technologies is a pioneering company specializing in AI-powered, automated IT sourcing solutions that enhance procurement efficiency, expedite time-to-market, and ensure compliance. With its AI-native SaaS platform, Nvelop supports comprehensive IT sourcing processes, including solution exploration, requirements gathering, RFP generation, proposal evaluation, and contracting. Founded in 2024, the company is based in Helsinki, Finland, and is committed to transforming …",2026,1,Other,"company description nvelop technologies is a pioneering company specializing in ai powered, automated it sourcing solutions that enhance procurement efficiency, expedite time to market, and ensure compliance with its ai native saas platform, nvelop supports comprehensive it sourcing processes, including solution exploration, requirements gathering, rfp generation, proposal evaluation, and contracting founded in 2024, the company is based in helsinki, finland, and is committed to transforming",['ai']
70,5555201788,Frontend Developer,Photon,"Bangalore, Karnataka",2025-12-25 13:39:28+00:00, Immediate Joiners Only | Hiring Senior Vue.js Developer(5 Years)   Location: Bengaluru / Chennai  Work Mode: Work from Office   Experience: Minimum 5 Years in Vue.js Development ⏳ Joining: Immediate Joiners ONLY  Share profiles to: sunil.kumar2@photon.com swathi.marigowda@photon.com babyshree.ramakrishnan@photon.com bheemashankar.nashi@photon.com  Role: Vue.js Developer We are looking for a skilled Vue.js Senior Developer to join our dynamic development team. The role involves building high-qu…,2025,12,Other,immediate joiners only hiring senior vue js developer 5 years location bengaluru chennai work mode work from office experience minimum 5 years in vue js development joining immediate joiners only share profiles to sunil kumar2 photon com swathi marigowda photon com babyshree ramakrishnan photon com bheemashankar nashi photon com role vue js developer we are looking for a skilled vue js senior developer to join our dynamic development team the role involves building high qu,['ai']
71,5588836491,Frontend Developer,Ubique Systems,"Pune, Maharashtra",2026-01-17 09:54:39+00:00,"Experienc- 8 yrs Location- Hyderabad, Pune, gurugram, Noida Immediate Joiner Lead requirement analysis and frontend technical design in collaboration with Product, UX, QA, and Backend teams Architect, develop, and maintain scalable, reusable frontend applications using Angular, TypeScript, JavaScript, HTML, and CSS/SCSS Define and enforce frontend best practices for performance, accessibility (WCAG), security, and code quality Design and govern application state management using NgRx, ensuring …",2026,1,Java Developer,"experienc 8 yrs location hyderabad, pune, gurugram, noida immediate joiner lead requirement analysis and frontend technical design in collaboration with product, ux, qa, and backend teams architect, develop, and maintain scalable, reusable frontend applications using angular, typescript, javascript, html, and css scss define and enforce frontend best practices for performance, accessibility wcag , security, and code quality design and govern application state management using ngrx, ensuring","['java', 'ai', 'ml']"
72,5575163185,Frontend Developer,Recro,"Bangalore, Karnataka",2026-01-09 08:17:25+00:00,"Job Title: SDE-2 - Frontend (React / Next.js)  Location: Bangalore (Onsite) ⏳ Experience: 3-6 years  Requirement: Immediate Joiner  Company exposure: Product Role Overview: We are looking for a Frontend SDE-2 who has hands-on experience building scalable, user-facing features using React and Next.js . This role is ideal for engineers who enjoy owning features end-to-end and working on product innovation , not just maintenance or bug fixing. Key Responsibilities Design and build new product feat…",2026,1,Full Stack Developer,"job title sde 2 frontend react next js location bangalore onsite experience 3 6 years requirement immediate joiner company exposure product role overview we are looking for a frontend sde 2 who has hands on experience building scalable, user facing features using react and next js this role is ideal for engineers who enjoy owning features end to end and working on product innovation , not just maintenance or bug fixing  design and build new product feat","['react', 'ai']"
73,5577826688,Frontend Developer,"Helpshift, a Keywords Technology","Pune, Maharashtra",2026-01-10 18:28:28+00:00,"About Us Helpshift - A Keywords Studio, bridges the disconnect between conventional customer service channels — such as email and phone support — and a growing consumer base that does more on mobile phones and has a strong preference for messaging as the primary mode of communication. Through Helpshift’s AI-powered customer service product, companies can resolve issues efficiently, boosting customer satisfaction in the process. Companies such as Supercell, Scopely, Rovio, and hundreds of other …",2026,1,Other,"about us helpshift a keywords studio, bridges the disconnect between conventional customer service channels such as email and phone support and a growing consumer base that does more on mobile phones and has a strong preference for messaging as the primary mode of communication through helpshift s ai powered customer service product, companies can resolve issues efficiently, boosting customer satisfaction in the process companies such as supercell, scopely, rovio, and hundreds of other",['ai']
75,5560711832,Frontend Developer,Codewalla,"Chennai, Tamil Nadu",2025-12-31 10:34:45+00:00,"About Codewalla: Codewalla is a New York–based product studio with engineering teams in India. Since 2005, we’ve built innovative products that scale. We work at the intersection of design, engineering, and AI developing systems shaped by real business needs and tested in the real world. Our team moves fast, thinks deeply, and cares about pushing what software can do to empower people and businesses. Role Overview: We are seeking a highly skilled and detail-oriented Front-End Developer with exp…",2025,12,Other,"about codewalla codewalla is a new york based product studio with engineering teams in india since 2005, we ve built innovative products that scale we work at the intersection of design, engineering, and ai developing systems shaped by real business needs and tested in the real world our team moves fast, thinks deeply, and cares about pushing what software can do to empower people and businesses role overview we are seeking a highly skilled and detail oriented front end developer with exp",['ai']
76,5575162664,Frontend Developer,Newgen Software,"Noida, Ghaziabad",2026-01-09 08:17:06+00:00,"Job Summary: We are looking for a talented and creative UI Developer with 5 years of hands-on experience in building responsive, user-friendly web interfaces. The ideal candidate should have strong expertise in modern front-end technologies including HTML5, CSS3, JavaScript (ES6), React.js, and UI frameworks like Material-UI. You will collaborate closely with UX designers, backend developers, and product teams to translate design wireframes into interactive applications. Key Responsibilities: D…",2026,1,Full Stack Developer," we are looking for a talented and creative ui developer with 5 years of hands on experience in building responsive, user friendly web interfaces the ideal candidate should have strong expertise in modern front end technologies including html5, css3, javascript es6 , react js, and ui frameworks like material ui you will collaborate closely with ux designers, backend developers, and product teams to translate design wireframes into interactive applications  d","['java', 'react', 'ml']"
77,5575159477,Frontend Developer,6thStreet.com,India,2026-01-09 08:15:47+00:00,"We are seeking a skilled Front-End Developer proficient in React and React Native to join our engineering team. The ideal candidate is passionate about building performant, pixel-perfect applications for web and mobile platforms (iOS & Android). You will be responsible for architecting and implementing features, collaborating across teams, and ensuring high-quality output. This is a key role that requires not just strong technical skills, but also a team-first mindset and attention to detail. I…",2026,1,Full Stack Developer,"we are seeking a skilled front end developer proficient in react and react native to join our engineering team the ideal candidate is passionate about building performant, pixel perfect applications for web and mobile platforms ios android you will be responsible for architecting and implementing features, collaborating across teams, and ensuring high quality output this is a key role that requires not just strong technical skills, but also a team first mindset and attention to detail i","['react', 'ai']"
78,5561944093,Frontend Developer,Provue,"Mumbai, Maharashtra",2026-01-01 08:41:01+00:00,"Role Summary: Provue is seeking a skilled Front-End Developer to join our dynamic team. As a Front-End Developer, you will be responsible for implementing visual elements that users see and interact with in a web application. Your primary focus will be on developing user interface components and implementing them in accordance with well-known React practices. You will ensure that these components and the overall application are robust and easy to maintain. A commitment to collaborative problem …",2026,1,Full Stack Developer,"role summary provue is seeking a skilled front end developer to join our dynamic team as a front end developer, you will be responsible for implementing visual elements that users see and interact with in a web application your primary focus will be on developing user interface components and implementing them in accordance with well known react practices you will ensure that these components and the overall application are robust and easy to maintain a commitment to collaborative problem","['react', 'ai']"
79,5553864938,Frontend Developer,Tata Consultancy Services,"Bangalore, Karnataka",2025-12-24 10:14:01+00:00,"Lead the architecture and evolution of our microfrontend platform, enabling domain-based feature teams to deliver independently. Define standards for shell/app coordination, shared libraries, routing, and runtime integrations. Design and implement mechanisms for shared state management, version control, and safe rollout of microfrontends Collaborate with Platform teams to ensure seamless CI/CD pipelines and observability. Work with stakeholders across Product, Design, and Content to ensure cons…",2025,12,Other,"lead the architecture and evolution of our microfrontend platform, enabling domain based feature teams to deliver independently define standards for shell app coordination, shared libraries, routing, and runtime integrations design and implement mechanisms for shared state management, version control, and safe rollout of microfrontends collaborate with platform teams to ensure seamless ci cd pipelines and observability work with stakeholders across product, design, and content to ensure cons","['ai', 'ml']"
80,5570925532,Frontend Developer,ACL Digital,"Pune, Maharashtra",2026-01-07 09:30:47+00:00,"Experience – 6-9 Years Location – Pune Must Have - UI Angular 2, HTML5, CSS, Scss, Javascript, Typescript , Rest API integration, NGRX, Redux. Nice to Have - React",2026,1,Full Stack Developer,"experience 6 9 years location pune must have ui angular 2, html5, css, scss, javascript, typescript , rest api integration, ngrx, redux nice to have react","['java', 'react', 'ml']"
82,5587344254,Frontend Developer,Zenera,"Chennai, Tamil Nadu",2026-01-16 09:46:50+00:00,"Roles & Responsibilities Build and maintain responsive, user-friendly web applications using React with clean, scalable, and maintainable code. Translate UI/UX designs into high-quality React components using modern patterns and best practices. Collaborate closely with product managers, designers, and backend developers to deliver seamless end-to-end solutions. Integrate and manage data from REST APIs and GraphQL efficiently within React applications. Optimise applications for performance, scal…",2026,1,Full Stack Developer,"roles responsibilities build and maintain responsive, user friendly web applications using react with clean, scalable, and maintainable code translate ui ux designs into high quality react components using modern patterns and best practices collaborate closely with product managers, designers, and backend developers to deliver seamless end to end solutions integrate and manage data from rest apis and graphql efficiently within react applications optimise applications for performance, scal","['react', 'ai', 'ml']"
83,5558818787,Frontend Developer,AIRA Matrix,"Thane, Maharashtra",2025-12-29 10:10:01+00:00,Job Description: · The resource is expected to develop UI for digital pathology software that includes image viewers. · It would be desirable that candidates review the existing software and come up with new UX designs wherever required. · The resource is expected to be a self-initiator who can achieve challenging tasks independently. · Ability to test and debug for web developments. Functional and unit testing knowledge. Candidate Profile : Technical: · Primary skill sets required are JavaScri…,2025,12,Java Developer,job description the resource is expected to develop ui for digital pathology software that includes image viewers it would be desirable that candidates review the existing software and come up with new ux designs wherever required the resource is expected to be a self initiator who can achieve challenging tasks independently ability to test and debug for web developments functional and unit testing knowledge candidate profile technical primary skill sets required are javascri,['java']
84,5588830371,Frontend Developer,CareerXperts Consulting,India,2026-01-17 09:52:56+00:00,"We’re looking for a User Interface Engineer who understands that great UI is not decoration—it’s engineering . This role is for someone who can translate product intent into precise, scalable, and high-performance interfaces. You’ll work at the intersection of design and engineering, turning complex workflows into intuitive experiences without compromising on performance or maintainability. What You’ll Do Build high-quality, responsive, and accessible user interfaces Translate design systems, w…",2026,1,Other,"we re looking for a user interface engineer who understands that great ui is not decoration it s engineering this role is for someone who can translate product intent into precise, scalable, and high performance interfaces you ll work at the intersection of design and engineering, turning complex workflows into intuitive experiences without compromising on performance or maintainability what you ll do build high quality, responsive, and accessible user interfaces translate design systems, w",['ai']
85,5590145554,Frontend Developer,DotWibe,India,2026-01-18 10:54:15+00:00,"Dotwibe is a full-service digital agency based in India with 14 years of experience in this field. We are a positive thinking and creative company with a group of highly skilled individuals who share a common love for the work we deliver. We are always dedicated to focus on creating websites that are Responsive, Secure and Results Driven. Our team constantly strives to maintain and update our knowledge, expertise, and service offerings to best serve our clients’ needs. Role Description This is …",2026,1,Other,"dotwibe is a full service digital agency based in india with 14 years of experience in this field we are a positive thinking and creative company with a group of highly skilled individuals who share a common love for the work we deliver we are always dedicated to focus on creating websites that are responsive, secure and results driven our team constantly strives to maintain and update our knowledge, expertise, and service offerings to best serve our clients needs role description this is",['ai']
86,5587360013,Frontend Developer,People Prime Worldwide,"Hyderabad, Telangana",2026-01-16 09:55:35+00:00,"About client: Our client is a Indian multinational technologies Limited is an Indian publicly traded software and services company. The company's stock trades on the Bombay Stock Exchange and on the National Stock Exchange of India • Job Title : Angular Front end Developer • Key Skills : Angular version 7 and above,typescript/javascript,Rxjs,html,css,Restful api • Job Locations : Hyderabad • Experience : 10 Years. • Education Qualification : Any Graduation. • Work Mode : Hybrid. • Employment Ty…",2026,1,Java Developer,"about client our client is a indian multinational technologies limited is an indian publicly traded software and services company the company s stock trades on the bombay stock exchange and on the national stock exchange of india job title angular front end developer key skills angular version 7 and above,typescript javascript,rxjs,html,css,restful api job locations hyderabad experience 10 years education qualification any graduation work mode hybrid employment ty","['java', 'ml']"
87,5570927257,Frontend Developer,AdMax Local,"Bangalore, Karnataka",2026-01-07 09:32:44+00:00,"Position : Front End Developer Location: Bengaluru, India About Us : How would you like to work for a fast-growing, international company in one of the hottest spaces on the Internet? AdMax Local is the world's first fully automated SEM, Social and website platform that enables resellers to price, build, manage, optimize and report on high quality, hyper-local search campaigns and websites for multiple businesses at scale. Available in the European and Asian Pacific markets since 2009 AdMax Loc…",2026,1,Other,"position front end developer location bengaluru, india about us how would you like to work for a fast growing, international company in one of the hottest spaces on the internet admax local is the world s first fully automated sem, social and website platform that enables resellers to price, build, manage, optimize and report on high quality, hyper local search campaigns and websites for multiple businesses at scale available in the european and asian pacific markets since 2009 admax loc",['ai']
88,5560711099,Frontend Developer,ArcelorMittal Digital Consulting,"Hyderabad, Telangana",2025-12-31 10:34:14+00:00,"Job Title : Front-End Developer Job Nature : Full time Relevant Experience : 6-8 Years Job Summary - We are seeking an experienced Front-End Developer to design and implement high-quality, scalable, and responsive web applications. The ideal candidate will have strong expertise in modern JavaScript frameworks, UI/UX principles, and performance optimization techniques. Key Responsibilities - Develop and maintain responsive web applications using modern front-end technologies. Collaborate with UX…",2025,12,Java Developer,"job title front end developer job nature full time relevant experience 6 8 years  we are seeking an experienced front end developer to design and implement high quality, scalable, and responsive web applications the ideal candidate will have strong expertise in modern javascript frameworks, ui ux principles, and performance optimization techniques  develop and maintain responsive web applications using modern front end technologies collaborate with ux","['java', 'ai']"
89,5591031197,Frontend Developer,Mafatlal Technologies,"Navi Mumbai, Maharashtra",2026-01-19 10:09:56+00:00,"Job Title: Sr React Developer Experience: 3 - 5 Years experience in handling team Location: Mahape-Navi Mumbai We are seeking an experienced Senior React.js Developer to join our dynamic team. The ideal candidate will have 3-5 years of hands-on experience building high-quality, user-centric front-end applications using React.js. As a Senior Developer, you will lead the development of scalable, maintainable front-end systems, mentor junior developers, and collaborate with cross-functional teams …",2026,1,Full Stack Developer,"job title sr react developer experience 3 5 years experience in handling team location mahape navi mumbai we are seeking an experienced senior react js developer to join our dynamic team the ideal candidate will have 3 5 years of hands on experience building high quality, user centric front end applications using react js as a senior developer, you will lead the development of scalable, maintainable front end systems, mentor junior developers, and collaborate with cross functional teams","['react', 'ai']"
90,5575163190,Frontend Developer,WEX,"Bangalore, Karnataka",2026-01-09 08:17:27+00:00,"About the Role We are looking for a passionate Frontend Engineer with strong experience in React.js to join our team. You will be responsible for building intuitive, high-performance web applications that deliver an exceptional user experience. You’ll collaborate closely with designers, backend engineers, and product managers to bring our product vision to life. Key Responsibilities Develop responsive, high-quality, and scalable web applications using React.js and modern frontend technologies. …",2026,1,Full Stack Developer,"about the role we are looking for a passionate frontend engineer with strong experience in react js to join our team you will be responsible for building intuitive, high performance web applications that deliver an exceptional user experience you ll collaborate closely with designers, backend engineers, and product managers to bring our product vision to life  develop responsive, high quality, and scalable web applications using react js and modern frontend technologies",['react']
91,5555202316,Frontend Developer,Scry AI,"Chennai, Tamil Nadu",2025-12-25 13:41:03+00:00,"Position: Front-End Developer Location: India (Remote) Employment Type: Full Time Schedule: Monday to Friday, Day Shift Experience: 2–5 Years in Front-End Development, Web Applications, or UI Engineering Company Description Scry AI is a research-led enterprise AI company that builds intelligent platforms for BFSI, insurance, logistics, and industrial enterprises to drive efficiency, insight, and compliance. Our solutions include Auriga for conversational AI, Collatio for document intelligence, …",2025,12,Other,"position front end developer location india remote employment type full time schedule monday to friday, day shift experience 2 5 years in front end development, web applications, or ui engineering company description scry ai is a research led enterprise ai company that builds intelligent platforms for bfsi, insurance, logistics, and industrial enterprises to drive efficiency, insight, and compliance our solutions include auriga for conversational ai, collatio for document intelligence,",['ai']
92,5578963819,Senior Frontend Developer,Viral Pitch: Influencer Marketing Platform,India,2026-01-11 08:56:00+00:00,"Company Description Viral Pitch is a self-serve influencer advertising platform designed to empower brands with the ability to leverage the impact of authentic content and influencer relationships. Our platform simplifies collaboration between brands and influencers, driving effective marketing campaigns. By fostering creativity and authenticity, we enable businesses to connect with their audiences in meaningful ways. Role Description This is a full-time on-site role for a Senior Frontend Devel…",2026,1,Other,"company description viral pitch is a self serve influencer advertising platform designed to empower brands with the ability to leverage the impact of authentic content and influencer relationships our platform simplifies collaboration between brands and influencers, driving effective marketing campaigns by fostering creativity and authenticity, we enable businesses to connect with their audiences in meaningful ways role description this is a full time on site role for a senior frontend devel",['ai']
95,5591031030,Senior Frontend Developer,Tredence Inc.,"Hyderabad, Telangana",2026-01-19 10:08:43+00:00,"Senior Front End Engineer 6-10yrs Hyderabad Mode of Work: Hybrid (3 days a week from Office) About the Role We are looking for a committed and responsible Frontend Developer with hands-on experience in React.js, Next.js, Typescript & Unit Testing Key Responsibilities Develop and maintain robust, scalable web applications using React.js, Next.js and Typescript Build and integrate RESTful APIs and backend services Adhere to software design best practices including SOLID, DRY, and standard design …",2026,1,Full Stack Developer,"senior front end engineer 6 10yrs hyderabad mode of work hybrid 3 days a week from office about the role we are looking for a committed and responsible frontend developer with hands on experience in react js, next js, typescript unit testing  develop and maintain robust, scalable web applications using react js, next js and typescript build and integrate restful apis and backend services adhere to software design best practices including solid, dry, and standard design","['react', 'ai']"
96,5581648041,Senior Frontend Developer,Hyqoo,India,2026-01-13 09:03:59+00:00,"Title - Frontend Developer Type - Contract Location - Remote Roles and Responsibilities: Design, develop, and maintain modular and scalable front-end applications using MicroFrontEnd architecture. Build responsive and dynamic user interfaces primarily with Angular and JavaScript , ensuring seamless integration with backend services. Optimize application performance through code tuning, lazy loading, and efficient resource management. Develop and implement interactive and insightful data visuali…",2026,1,Java Developer,"title frontend developer type contract location remote roles and responsibilities design, develop, and maintain modular and scalable front end applications using microfrontend architecture build responsive and dynamic user interfaces primarily with angular and javascript , ensuring seamless integration with backend services optimize application performance through code tuning, lazy loading, and efficient resource management develop and implement interactive and insightful data visuali","['java', 'ai', 'ml']"
97,5583490724,Shopify Frontend Developer,Bearaby,India,2026-01-14 09:16:43+00:00,"Bearaby Part-time 11-50 employees Who WE are: Bearaby is an award-winning Direct to Consumer (DTC) company on a mission to bring comfort and relief to people of all ages who are searching for calm in a complex world. We create beautiful and functional products, including our flagship weighted blankets, that are sustainably manufactured from organic materials and innovative upcycled fabrics - loom to lap. We believe that restorative rest should be simple, natural, and drug-free - and that it's t…",2026,1,Other,"bearaby part time 11 50 employees who we are bearaby is an award winning direct to consumer dtc company on a mission to bring comfort and relief to people of all ages who are searching for calm in a complex world we create beautiful and functional products, including our flagship weighted blankets, that are sustainably manufactured from organic materials and innovative upcycled fabrics loom to lap we believe that restorative rest should be simple, natural, and drug free and that it s t",['ai']
100,5578952469,Java Fullstack Developer,IBM,"Bangalore, Karnataka",2026-01-11 08:45:39+00:00,"Introduction At IBM Software, we transform client challenges into solutions. Building the world's leading AI-powered, cloud-native products that shape the future of business and society. Our legacy of innovation creates endless opportunities for IBMers to learn, grow, and make an impact on a global scale. Working in Software means joining a team fueled by curiosity and collaboration. You'll work with diverse technologies, partners, and industries to design, develop, and deliver solutions that p…",2026,1,Cloud Engineer,"introduction at ibm software, we transform client challenges into solutions building the world s leading ai powered, cloud native products that shape the future of business and society our legacy of innovation creates endless opportunities for ibmers to learn, grow, and make an impact on a global scale working in software means joining a team fueled by curiosity and collaboration you ll work with diverse technologies, partners, and industries to design, develop, and deliver solutions that p",['ai']
101,5577272217,Hyperautomation Fullstack Developer,Sanofi Group,"Hyderabad, Telangana",2026-01-10 08:33:04+00:00,"About us: We are seeking a talented and innovative Hyperautomation Fullstack Developer to join our Automation CoE dynamic team. This role is ideal for a technology enthusiast who thrives at the intersection of automation and artificial intelligence. You will be instrumental in designing, developing, and implementing end-to-end automation solutions that transform business processes and drive operational excellence across our organization. Key Responsibilities  Design, develop and maintain Intell…",2026,1,Other,"about us we are seeking a talented and innovative hyperautomation fullstack developer to join our automation coe dynamic team this role is ideal for a technology enthusiast who thrives at the intersection of automation and artificial intelligence you will be instrumental in designing, developing, and implementing end to end automation solutions that transform business processes and drive operational excellence across our organization  design, develop and maintain intell",['ai']
103,5335620716,Sr Fullstack Developer,UPS,"Chennai, Tamil Nadu",2025-08-03 10:12:49+00:00,"Before you apply to a job, select your language preference from the options available at the top right of this page. Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day. We know what it takes to lead UPS into tomorrow-people with a unique combination of skill  passion. If you have the qualities and drive to lead yourself or teams, there are role…",2025,8,Other,"before you apply to a job, select your language preference from the options available at the top right of this page explore your next opportunity at a fortune global 500 organization envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day we know what it takes to lead ups into tomorrow people with a unique combination of skill passion if you have the qualities and drive to lead yourself or teams, there are role",['ai']
105,5555169926,Associate - Fullstack Development,Nuveen Investments,"Mumbai, Maharashtra",2025-12-25 12:21:29+00:00,"Associate - Full Stack Development - IN Full Stack Development are involved in full stack development and implement end-to-end components of custom applications. Their job involves designing and developing the UI, business logic, data & integration layer along with testing and maintenance of these layers. Key Responsibilities and Duties  They are adept in the use of tools and technologies across tiers, and are proficient in working with systems infrastructure, creating, querying & manipulating …",2025,12,Other,"associate full stack development in full stack development are involved in full stack development and implement end to end components of custom applications their job involves designing and developing the ui, business logic, data integration layer along with testing and maintenance of these layers  and duties they are adept in the use of tools and technologies across tiers, and are proficient in working with systems infrastructure, creating, querying manipulating",['ai']
